automated_name	n_proteins	detected_in_input	detected_in_phospho	detected_in_input_norm_phospho
c101954-g2 1-to-1 NCAPD3 non-SMC condensin II complex subunit D3	2	TRUE	TRUE	TRUE
c101955-g1 (Retinal pigment epithelial membrane protein) - emapper OG	1	TRUE	FALSE	FALSE
c101956-g1 1-to-2 CDK14,CDK15 cyclin dependent kinase 14	1	FALSE	TRUE	FALSE
c101959-g1 1-to-1 PRPF31 pre-mRNA processing factor 31	1	TRUE	TRUE	TRUE
c101960-g1 FG02816.1 (von Willebrand factor, type A) - emapper OG	2	TRUE	FALSE	FALSE
c101960-g3 1-to-1 MCEE methylmalonyl-CoA epimerase	1	TRUE	TRUE	TRUE
c101961-g1 MYO1D (Cyclin-dependent kinase 5 regulatory subunit) - emapper OG	1	TRUE	FALSE	FALSE
c101961-g4 hmg-12, Caenorhabditis elegans	1	TRUE	TRUE	TRUE
c101963-g1 3-to-1 MGLL monoglyceride lipase	1	TRUE	FALSE	FALSE
c101963-g2 MGLL (Monoglyceride lipase) - emapper OG	1	TRUE	FALSE	FALSE
c101965-g1 1-to-1 INTS3 integrator complex subunit 3	1	TRUE	FALSE	FALSE
c101966-g1 1-to-1 TMEM144 transmembrane protein 144	2	FALSE	TRUE	FALSE
c101967-g2 (Male sterility protein) - emapper OG	1	TRUE	TRUE	TRUE
c101968-g1 1-to-1 CSE1L chromosome segregation 1 like	2	TRUE	TRUE	TRUE
c101970-g1 1-to-7 CACNA1C,CACNA1D,CACNA1A,CACNA1S... calcium voltage-gated channel subunit alpha1 C	2	TRUE	TRUE	TRUE
c101970-g2 1-to-7 CACNA1C,CACNA1D,CACNA1A,CACNA1S... calcium voltage-gated channel subunit alpha1 C	1	FALSE	TRUE	FALSE
c101971-g1 1-to-2 TAF1,TAF1L TATA-box binding protein associated factor 1	1	TRUE	FALSE	FALSE
c101972-g1 (Inherit from euNOG: protein Hydra magnipapillata) - emapper OG	1	TRUE	FALSE	FALSE
c101973-g1 (Actins are highly conserved proteins that are involved in various types of cell motility and are u	2	TRUE	FALSE	FALSE
c101973-g3 ARP4A, Arabidopsis thaliana	1	TRUE	FALSE	FALSE
c101974-g1 (Guanylate binding protein) - emapper OG	1	TRUE	FALSE	FALSE
c101975-g1 NEO1 (deleted in colorectal carcinoma) - emapper OG	1	FALSE	TRUE	FALSE
c101977-g1 1-to-2 CCNA1,CCNA2 cyclin A1	1	FALSE	TRUE	FALSE
c101978-g1 LAP-2 (Cytosol aminopeptidase family, catalytic domain) - emapper OG	2	TRUE	TRUE	TRUE
c101980-g1 1-to-2 PDXP,PGP pyridoxal phosphatase	1	TRUE	FALSE	FALSE
c101982-g1 VCP (Spermatogenesis associated 5) - emapper OG	1	TRUE	TRUE	TRUE
c101983-g1 DNAJC5 (DnaJ (Hsp40) homolog, subfamily C, member 5) - emapper OG	1	TRUE	TRUE	TRUE
c101983-g2 3-to-3 DNAJC5B,DNAJC5G,DNAJC5 DnaJ heat shock protein family (Hsp40) member C5 beta	1	TRUE	FALSE	FALSE
c101984-g1 (EH) - emapper OG	2	TRUE	TRUE	TRUE
c101984-g2 1-to-2 BCOR,BCORL1 BCL6 corepressor	1	FALSE	TRUE	FALSE
c101986-g3 (mucolipin) - emapper OG	1	FALSE	TRUE	FALSE
c101987-g1 SKAP2 (src kinase associated phosphoprotein 2) - emapper OG	1	TRUE	TRUE	TRUE
c101988-g1 1-to-1 IK IK cytokine, down-regulator of HLA II	1	TRUE	FALSE	FALSE
c101990-g1 1-to-1 PIKFYVE phosphoinositide kinase, FYVE-type zinc finger containing	1	TRUE	TRUE	TRUE
c101990-g4 1-to-1 PIKFYVE phosphoinositide kinase, FYVE-type zinc finger containing	1	TRUE	TRUE	TRUE
c101992-g1 CAM (calmodulin) - emapper OG	1	TRUE	FALSE	FALSE
c101993-g1 (Protein of unknown function, DUF288) - emapper OG	2	TRUE	FALSE	FALSE
c101994-g6 1-to-1 RANBP1 RAN binding protein 1	1	TRUE	TRUE	TRUE
c101995-g1 1-to-1 CHEK1 checkpoint kinase 1	1	TRUE	FALSE	FALSE
c101996-g1 hs-ZC3H14	1	TRUE	TRUE	TRUE
c101997-g2 1-to-3 JAK1,JAK2,TYK2 Janus kinase 1	1	TRUE	FALSE	FALSE
c102002-g1 1-to-1 LSM12 LSM12 homolog	2	TRUE	TRUE	FALSE
c102003-g1 1-to-1 DTL denticleless E3 ubiquitin protein ligase homolog	1	FALSE	TRUE	FALSE
c102004-g1 1-to-2 RSPH6A,RSPH4A radial spoke head 6 homolog A	1	TRUE	FALSE	FALSE
c102006-g1 hs-TSPO,TSPO2	1	TRUE	FALSE	FALSE
c102007-g1 ACAP2 (ArfGAP with coiled-coil, ankyrin repeat and PH domains) - emapper OG	1	TRUE	TRUE	TRUE
c102007-g2	1	TRUE	TRUE	TRUE
c102008-g1 1-to-2 AKIRIN2,AKIRIN1 akirin 2	1	FALSE	TRUE	FALSE
c102009-g2 KIF20A (Kinesin family member) - emapper OG	1	TRUE	FALSE	FALSE
c102010-g2 (Serine carboxypeptidase) - emapper OG	1	TRUE	FALSE	FALSE
c102012-g1 PLEKHH2 (pleckstrin homology, MyTH4 and FERM domain containing H2) - blastp	1	TRUE	TRUE	TRUE
c102013-g1 HSD3B7 (hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase) - emapper OG	2	TRUE	FALSE	FALSE
c102013-g2 HSD3B7 (hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase) - emapper OG	1	TRUE	FALSE	FALSE
c102014-g1 1-to-1 GNPTG N-acetylglucosamine-1-phosphate transferase gamma subunit	1	TRUE	FALSE	FALSE
c102015-g2 1-to-1 KEAP1 kelch like ECH associated protein 1	1	TRUE	FALSE	FALSE
c102016-g1 hs-WTAP,AZI2,LUZP2,GOLGA8CP,CCDC166,TXLNB,CCDC83,GOLG..	1	TRUE	FALSE	FALSE
c102017-g2	1	FALSE	TRUE	FALSE
c102018-g3 1-to-1 OLA1 Obg like ATPase 1	1	TRUE	TRUE	TRUE
c102018-g4 (crinkler (CRN) family protein) - emapper OG	1	TRUE	FALSE	FALSE
c102019-g1 1-to-1 GSS glutathione synthetase	1	TRUE	TRUE	TRUE
c102020-g1 toc1, Schizosaccharomyces pombe (strain 972 / ATCC..	1	TRUE	TRUE	TRUE
c102023-g1 (Inherit from opiNOG: Myotubularin related protein) - emapper OG	1	TRUE	TRUE	TRUE
c102025-g1 1-to-1 SNX27 sorting nexin family member 27	1	TRUE	TRUE	TRUE
c102027-g2 2-to-4 DLG1,DLG3,DLG2,DLG4 discs large MAGUK scaffold protein 1	1	TRUE	TRUE	TRUE
c102029-g1 1-to-2 BZW1,BZW2 basic leucine zipper and W2 domains 1	1	TRUE	FALSE	FALSE
c102029-g2 LRRK1 (leucine-rich repeat kinase 2) - emapper OG	1	TRUE	TRUE	TRUE
c102030-g1 MICAL2 (microtubule associated monooxygenase, calponin and LIM domain containing 2) - blastp	1	TRUE	FALSE	FALSE
c102032-g1 1-to-1 WDR81 WD repeat domain 81	2	TRUE	TRUE	TRUE
c102032-g3	1	FALSE	TRUE	FALSE
c102032-g4	1	TRUE	TRUE	TRUE
c102033-g1 1-to-2 ABCD1,ABCD2 ATP binding cassette subfamily D member 1	2	TRUE	FALSE	FALSE
c102034-g2 TNN (collagen, type) - emapper OG	1	TRUE	FALSE	FALSE
c102035-g1 (Inherit from KOG: leucine rich repeat containing) - emapper OG	3	TRUE	TRUE	TRUE
c102036-g1 1-to-1 G2E3 G2/M-phase specific E3 ubiquitin protein ligase	1	FALSE	TRUE	FALSE
c102037-g1 12-to-3 INMT,PNMT,NNMT indolethylamine N-methyltransferase	1	TRUE	FALSE	FALSE
c102038-g1 1-to-1 GTF3C2 general transcription factor IIIC subunit 2	1	TRUE	FALSE	FALSE
c102040-g1 1-to-1 MAF1 MAF1 homolog, negative regulator of RNA polymerase III	1	TRUE	TRUE	TRUE
c102041-g1 3-to-2 RPH3AL,RPH3A rabphilin 3A like (without C2 domains)	3	TRUE	TRUE	TRUE
c102042-g1 1-to-4 SLC25A23,SLC25A41,SLC25A25,SLC25A24 solute carrier family 25 member 23	1	TRUE	FALSE	FALSE
c102044-g1	1	TRUE	FALSE	FALSE
c102045-g1 1-to-2 PARP8,PARP6 poly(ADP-ribose) polymerase family member 8	1	FALSE	TRUE	FALSE
c102045-g3 1-to-3 CBFA2T2,CBFA2T3,RUNX1T1 CBFA2/RUNX1 translocation partner 2	2	TRUE	TRUE	TRUE
c102046-g1 PTPN13 (protein tyrosine phosphatase, non-receptor type 13 (APO-1 CD95 (Fas)-associated phosphatase	2	FALSE	TRUE	FALSE
c102046-g2 IL16 (Interleukin 16) - emapper OG	1	FALSE	TRUE	FALSE
c102047-g1	2	TRUE	TRUE	TRUE
c102049-g1 LMF2 (lipase maturation factor 2) - blastp	1	TRUE	FALSE	FALSE
c102050-g1 hs-AZI2,WTAP,VMAC,RILPL1,CCDC158,CCDC92,CCDC169,TNIP3	1	TRUE	FALSE	FALSE
c102052-g1 1-to-1 PUS1 pseudouridylate synthase 1	1	TRUE	FALSE	FALSE
c102053-g2 1-to-2 FNTB,CHURC1-FNTB farnesyltransferase, CAAX box, beta	1	TRUE	FALSE	FALSE
c102053-g4 NBR1 (Zinc finger, ZZ type) - emapper OG	1	TRUE	TRUE	TRUE
c102053-g5 1-to-1	1	TRUE	TRUE	TRUE
c102055-g2	2	TRUE	TRUE	TRUE
c102056-g1 1-to-3 RFX1,RFX2,RFX3 regulatory factor X1	1	TRUE	TRUE	TRUE
c102057-g1 3-to-1 PCSK9 proprotein convertase subtilisin/kexin type 9	1	TRUE	FALSE	FALSE
c102062-g2 ZC3H6 (zinc finger CCCH-type containing) - emapper OG	2	TRUE	TRUE	TRUE
c102063-g1 hs-RFPL2,TRIM16L,RNF39,ASH2L,RFPL3,FBXO45,RFPL1	1	TRUE	FALSE	FALSE
c102064-g1	1	TRUE	TRUE	TRUE
c102064-g2	1	FALSE	TRUE	FALSE
c102066-g1 1-to-1 INPP1 inositol polyphosphate-1-phosphatase	1	TRUE	FALSE	FALSE
c102068-g1 1-to-1 LIPT1 lipoyltransferase 1	1	TRUE	FALSE	FALSE
c102069-g1 GIGYF1 (GRB10 interacting GYF protein 1) - emapper OG	1	TRUE	TRUE	TRUE
c102069-g2 1-to-1 DNAI2 dynein axonemal intermediate chain 2	1	TRUE	FALSE	FALSE
c102071-g1 4-to-1 EPHA3 EPH receptor A3	1	TRUE	FALSE	FALSE
c102072-g2 (Fibroblast growth factor receptor) - emapper OG	2	TRUE	TRUE	TRUE
c102073-g1 NUDT9 (nudix (nucleoside diphosphate linked moiety X)-type motif 9) - emapper OG	3	TRUE	TRUE	TRUE
c102074-g1 1-to-2 ANKS1A,ANKS1B ankyrin repeat and sterile alpha motif domain containing 1A	2	TRUE	TRUE	TRUE
c102076-g1 1-to-3 RCOR1,RCOR2,RCOR3 REST corepressor 1	1	TRUE	TRUE	TRUE
c102077-g1 SCM (Protein of unknown function (DUF3588)) - emapper OG	1	TRUE	TRUE	TRUE
c102079-g1 1-to-1 TMPPE transmembrane protein with metallophosphoesterase domain	1	TRUE	FALSE	FALSE
c102080-g1 11-to-1 PNMT phenylethanolamine N-methyltransferase	2	TRUE	FALSE	FALSE
c102080-g2 1-to-2 GREB1,GREB1L growth regulation by estrogen in breast cancer 1	1	TRUE	FALSE	FALSE
c102081-g2 1-to-3 FAM98A,FAM98C,FAM98B family with sequence similarity 98 member A	1	TRUE	TRUE	TRUE
c102083-g1 1-to-1 NF1 neurofibromin 1	2	TRUE	TRUE	TRUE
c102084-g1 1-to-1 MLEC malectin	1	TRUE	FALSE	FALSE
c102085-g1 3-to-3 ACP2,ACP4,ACPP acid phosphatase 2, lysosomal	1	TRUE	FALSE	FALSE
c102086-g1 RBM27 (RNA binding motif protein) - emapper OG	2	TRUE	TRUE	TRUE
c102087-g1 ADD (Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in th	1	TRUE	TRUE	TRUE
c102089-g1 (Inherit from euNOG: Inter-alpha-trypsin inhibitor heavy chain) - emapper OG	1	TRUE	FALSE	FALSE
c102090-g2 hs-CASP5,CASP2,CASP10,CASP1	2	TRUE	TRUE	TRUE
c102091-g1 GNAT3 (Guanine nucleotide binding protein (G protein), alpha) - emapper OG	1	TRUE	FALSE	FALSE
c102092-g1 1-to-1 TLE2 transducin like enhancer of split 2	1	TRUE	TRUE	TRUE
c102093-g1 1-to-1 FECH ferrochelatase	1	TRUE	FALSE	FALSE
c102094-g1 1-to-37 TRO,MAGEA9,MAGEA10,MAGEC1... trophinin	1	TRUE	FALSE	FALSE
c102095-g1 PGUG-01829 (proteasome regulatory particle subunit) - emapper OG	1	TRUE	FALSE	FALSE
c102095-g2 2-to-2 MAPK8IP3,SPAG9 mitogen-activated protein kinase 8 interacting protein 3	3	TRUE	TRUE	TRUE
c102097-g1 1-to-1 CC2D1A coiled-coil and C2 domain containing 1A	1	TRUE	TRUE	TRUE
c102098-g1 1-to-3 PACSIN2,PACSIN3,PACSIN1 protein kinase C and casein kinase substrate in neurons 2	1	TRUE	TRUE	TRUE
c102099-g1 1-to-1 UBE3A ubiquitin protein ligase E3A	2	TRUE	TRUE	TRUE
c102099-g5 NLGN4X, Macaca mulatta	2	TRUE	TRUE	TRUE
c102101-g1 3-to-2 STX7,STX12 syntaxin 7	1	TRUE	TRUE	TRUE
c102102-g1 1-to-2 FBXW11,BTRC F-box and WD repeat domain containing 11	1	TRUE	FALSE	FALSE
c102105-g1 TPI1 (Triose-phosphate isomerase) - emapper OG	1	TRUE	FALSE	FALSE
c102105-g2 Zwint, Rattus norvegicus	1	TRUE	TRUE	TRUE
c102106-g2 1-to-2 GOLPH3,GOLPH3L golgi phosphoprotein 3	1	TRUE	FALSE	FALSE
c102108-g1 HSD17B10 (Hydroxysteroid (17-beta) dehydrogenase 10) - emapper OG	1	TRUE	FALSE	FALSE
c102110-g1 1-to-1 DHDDS dehydrodolichyl diphosphate synthase subunit	1	TRUE	FALSE	FALSE
c102111-g1 1-to-4 RASGRP1,RASGRP2,RASGRP3,RASGRP4 RAS guanyl releasing protein 1	1	TRUE	TRUE	TRUE
c102112-g1 3-to-1 BAK1 BCL2 antagonist/killer 1	1	TRUE	TRUE	TRUE
c102113-g1 GLB1L (galactosidase, beta) - emapper OG	1	TRUE	FALSE	FALSE
c102114-g1 hs-TPRA1,GPRC5A,GPR137,GPRC5D,GPR137B,GPRC5B,TMEM121,..	1	FALSE	TRUE	FALSE
c102115-g1 (TAR DNA binding protein) - emapper OG	1	TRUE	TRUE	TRUE
c102116-g1 1-to-1 WDR24 WD repeat domain 24	2	TRUE	TRUE	TRUE
c102117-g1 1-to-1 POLR3C RNA polymerase III subunit C	2	TRUE	FALSE	FALSE
c102119-g2 1-to-1	3	TRUE	TRUE	TRUE
c102119-g3	1	TRUE	TRUE	TRUE
c102120-g1 3-to-1 VPS13A vacuolar protein sorting 13 homolog A	1	TRUE	FALSE	FALSE
c102120-g2 3-to-1 VPS13A vacuolar protein sorting 13 homolog A	1	TRUE	FALSE	FALSE
c102120-g3 LACTBL1 (lactamase, beta-like 1) - emapper OG	1	TRUE	FALSE	FALSE
c102123-g1 1-to-3 MTMR12,MTMR11,MTMR10 myotubularin related protein 12	1	TRUE	TRUE	TRUE
c102125-g1 1-to-1 UBXN6 UBX domain protein 6	1	TRUE	TRUE	TRUE
c102126-g1 NANOS1 (nanos homolog 1 (Drosophila)) - emapper OG	1	FALSE	TRUE	FALSE
c102128-g2 1-to-1 DNAI1 dynein axonemal intermediate chain 1	2	TRUE	TRUE	TRUE
c102129-g1	1	TRUE	TRUE	TRUE
c102131-g1 1-to-1 KAT5 lysine acetyltransferase 5	1	FALSE	TRUE	FALSE
c102131-g2 1-to-1 ECI2 enoyl-CoA delta isomerase 2	1	TRUE	FALSE	FALSE
c102132-g1 1-to-1 CCDC93 coiled-coil domain containing 93	1	TRUE	FALSE	FALSE
c102134-g4 (chitin synthase) - emapper OG	1	TRUE	FALSE	FALSE
c102135-g3 FYN (viral oncogene homolog) - emapper OG	1	TRUE	TRUE	TRUE
c102135-g4 2-to-8 BLK,LCK,FYN,SRC... BLK proto-oncogene, Src family tyrosine kinase	4	TRUE	TRUE	TRUE
c102135-g5 (viral oncogene homolog) - emapper OG	2	TRUE	TRUE	TRUE
c102137-g2 (low-density lipoprotein receptor) - emapper OG	1	TRUE	FALSE	FALSE
c102138-g1 1-to-2 NDEL1,NDE1 nudE neurodevelopment protein 1 like 1	1	TRUE	TRUE	TRUE
c102141-g1 PEF1 (Penta-EF-hand domain containing 1) - emapper OG	2	TRUE	TRUE	TRUE
c102142-g1 hs-STAP2,DOK2,DOK1,GAB3	2	TRUE	TRUE	FALSE
c102143-g1 1-to-1 CUL2 cullin 2	1	TRUE	FALSE	FALSE
c102146-g1 1-to-3 STK32B,STK32C,STK32A serine/threonine kinase 32B	1	TRUE	TRUE	TRUE
c102147-g1 CACI-4046 () - emapper OG	1	TRUE	TRUE	TRUE
c102148-g1 1-to-2 NRBP1,NRBP2 nuclear receptor binding protein 1	1	TRUE	TRUE	TRUE
c102150-g1 1-to-1 ERCC3 ERCC excision repair 3, TFIIH core complex helicase subunit	1	TRUE	FALSE	FALSE
c102151-g4 1-to-2 KMT5C,KMT5B lysine methyltransferase 5C	1	FALSE	TRUE	FALSE
c102152-g1 1-to-1 ETV4 ETS variant 4	1	FALSE	TRUE	FALSE
c102154-g1 1-to-2 GNPDA2,GNPDA1 glucosamine-6-phosphate deaminase 2	1	TRUE	FALSE	FALSE
c102156-g1 (Inherit from opiNOG: SH3-domain binding protein 2) - emapper OG	1	TRUE	TRUE	TRUE
c102157-g1 1-to-2 ZAP70,SYK zeta chain of T-cell receptor associated protein kinase 70	1	TRUE	FALSE	FALSE
c102158-g1 SPAC3F10.08c, Schizosaccharomyces pombe (strain 97..	1	TRUE	FALSE	FALSE
c102161-g1 GGA1 (golgi-associated, gamma adaptin ear containing, ARF binding protein) - emapper OG	2	TRUE	TRUE	TRUE
c102166-g1 1-to-2 CCNB1,CCNB2 cyclin B1	1	TRUE	TRUE	TRUE
c102168-g1	1	TRUE	TRUE	TRUE
c102169-g1 1-to-1 RARS arginyl-tRNA synthetase	1	TRUE	TRUE	TRUE
c102171-g1 hs-JCHAIN	1	TRUE	FALSE	FALSE
c102172-g1 FGGY (FGGY carbohydrate kinase domain containing) - emapper OG	2	TRUE	TRUE	FALSE
c102173-g1 1-to-1 RTF1 RTF1 homolog, Paf1/RNA polymerase II complex component	1	TRUE	TRUE	TRUE
c102174-g1 1-to-1 CCDC186 coiled-coil domain containing 186	1	TRUE	FALSE	FALSE
c102175-g1 1-to-1 EIF2B2 eukaryotic translation initiation factor 2B subunit beta	1	TRUE	TRUE	TRUE
c102176-g1 1-to-1 BRD8 bromodomain containing 8	1	TRUE	TRUE	TRUE
c102177-g1 1-to-4 ATP8B4,ATP8B3,ATP8B2 ATPase phospholipid transporting 8B4 (putative)	9	TRUE	TRUE	TRUE
c102179-g1 1-to-1 MAEA macrophage erythroblast attacher	1	TRUE	FALSE	FALSE
c102180-g1 hs-CRADD	1	TRUE	FALSE	FALSE
c102181-g1	2	TRUE	FALSE	FALSE
c102182-g2 RAB5A (RAB5A, member RAS oncogene family) - blastp	1	FALSE	TRUE	FALSE
c102183-g1 RAB32 (member RAS oncogene family) - emapper OG	1	TRUE	TRUE	TRUE
c102184-g1 1-to-2 KLHDC8B,KLHDC8A kelch domain containing 8B	1	TRUE	TRUE	TRUE
c102185-g1 (Predicted nucleotidyltransferase) - emapper OG	2	TRUE	TRUE	FALSE
c102189-g1 1-to-1 ARMT1 acidic residue methyltransferase 1	2	TRUE	TRUE	TRUE
c102191-g1 IGHMBP2 (5' to 3' helicase that unwinds RNA and DNA duplices in an ATP-dependent reaction. Acts as	3	TRUE	TRUE	TRUE
c102192-g1 1-to-1 ZC3H15 zinc finger CCCH-type containing 15	2	TRUE	TRUE	TRUE
c102193-g1 1-to-1 AAGAB alpha and gamma adaptin binding protein	1	TRUE	TRUE	TRUE
c102194-g1	1	TRUE	TRUE	TRUE
c102196-g1 1-to-1 MOV10L1 Mov10 RISC complex RNA helicase like 1	1	TRUE	FALSE	FALSE
c102197-g1 hs-PPP1R17	2	TRUE	TRUE	TRUE
c102197-g2 (Glycoside hydrolase family 16) - emapper OG	1	TRUE	TRUE	TRUE
c102198-g1 1-to-1 WDHD1 WD repeat and HMG-box DNA binding protein 1	1	TRUE	FALSE	FALSE
c102198-g2	2	TRUE	TRUE	FALSE
c102199-g1 1-to-1 IFT122 intraflagellar transport 122	1	TRUE	FALSE	FALSE
c102200-g1 HNRNPUL1 (heterogeneous nuclear ribonucleoprotein U-like 1) - emapper OG	1	TRUE	TRUE	TRUE
c102202-g1 NAAA (N-acylethanolamine acid amidase) - emapper OG	2	TRUE	FALSE	FALSE
c102203-g1	1	TRUE	TRUE	TRUE
c102203-g2	1	TRUE	TRUE	TRUE
c102204-g1 1-to-2 ESRP1,ESRP2 epithelial splicing regulatory protein 1	1	TRUE	TRUE	TRUE
c102205-g1 1-to-1 SRPRA SRP receptor alpha subunit	2	TRUE	TRUE	TRUE
c102207-g1 CDA5 (Polysaccharide deacetylase) - emapper OG	1	TRUE	FALSE	FALSE
c102208-g1 2-to-1 DOK7 docking protein 7	2	TRUE	TRUE	FALSE
c102209-g1 1-to-1 UBA2 ubiquitin like modifier activating enzyme 2	1	TRUE	FALSE	FALSE
c102210-g1 (FAT tumor suppressor homolog) - emapper OG	2	TRUE	FALSE	FALSE
c102210-g4 hs-PARP11	1	TRUE	FALSE	FALSE
c102211-g1 1-to-5 NXF3,NXF5,NXF1,NXF2B... nuclear RNA export factor 3	1	TRUE	TRUE	TRUE
c102213-g1 2-to-4 RAPGEFL1,RAPGEF5,RAPGEF4,RAPGEF3 Rap guanine nucleotide exchange factor like 1	3	TRUE	TRUE	TRUE
c102214-g1 hs-DUSP19,DUSP29,STYX,DUSP14,DUSP3,DUSP21,DUSP26,DUSP..	1	FALSE	TRUE	FALSE
c102214-g2 1-to-1 SFXN4 sideroflexin 4	1	TRUE	FALSE	FALSE
c102215-g1 1-to-1 NUP85 nucleoporin 85	3	TRUE	TRUE	TRUE
c102216-g1 1-to-1 BUB3 BUB3, mitotic checkpoint protein	1	TRUE	FALSE	FALSE
c102218-g1 MYCBPAP (MYCBP associated protein) - blastp	1	TRUE	FALSE	FALSE
c102219-g1 1-to-4 E2F3,E2F1,E2F2,E2F6 E2F transcription factor 3	1	TRUE	TRUE	TRUE
c102220-g1 1-to-1 ASPSCR1 ASPSCR1, UBX domain containing tether for SLC2A4	1	TRUE	TRUE	TRUE
c102220-g3 1-to-1 AKAP17A A-kinase anchoring protein 17A	1	TRUE	TRUE	TRUE
c102220-g4 GFPT2 (glutamine-fructose-6-phosphate transaminase 2) - emapper OG	1	TRUE	TRUE	TRUE
c102220-g6 hs-SYPL1,LHFPL4,CLRN3,LHFPL5,SYPL2,TMEM179,CLDN16,TME..	1	TRUE	TRUE	TRUE
c102221-g1 hs-PRKN,RNF14	1	TRUE	FALSE	FALSE
c102224-g1 CCT3 (Chaperonin containing Tcp1, subunit 3 (Gamma)) - emapper OG	1	TRUE	TRUE	TRUE
c102225-g1 15, Equine herpesvirus 1 (strain Kentucky D)	1	TRUE	TRUE	TRUE
c102226-g1 7-to-3 RAC2,RAC3,RAC1 ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding pro	1	TRUE	FALSE	FALSE
c102228-g1 6-to-1 STARD5 StAR related lipid transfer domain containing 5	1	TRUE	FALSE	FALSE
c102229-g2 1-to-2 TOMM34,SPAG1 translocase of outer mitochondrial membrane 34	3	TRUE	TRUE	TRUE
c102230-g1 1-to-1 ACTR5 ARP5 actin related protein 5 homolog	2	TRUE	TRUE	TRUE
c102231-g2 1-to-1 TMEM143 transmembrane protein 143	1	TRUE	FALSE	FALSE
c102231-g3 1-to-2 DDX39A,DDX39B DExD-box helicase 39A	2	TRUE	TRUE	FALSE
c102233-g2 3-to-2 PLXNA3,PLXNA1 plexin A3	2	TRUE	TRUE	TRUE
c102234-g1 1-to-3 PPP6R3,PPP6R1,PPP6R2 protein phosphatase 6 regulatory subunit 3	1	TRUE	TRUE	TRUE
c102235-g1 TUBA1C (Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exch	1	TRUE	FALSE	FALSE
c102235-g2 2-to-2 TUBA3D,TUBA3C tubulin alpha 3d	1	TRUE	TRUE	TRUE
c102235-g3 (Calcineurin-like phosphoesterase) - emapper OG	1	TRUE	FALSE	FALSE
c102237-g1 TGFBR1 (transforming growth factor beta receptor I) - blastp	1	TRUE	FALSE	FALSE
c102238-g1 1-to-1 HGD homogentisate 1,2-dioxygenase	2	TRUE	TRUE	TRUE
c102239-g1 1-to-1 NFRKB nuclear factor related to kappaB binding protein	2	TRUE	TRUE	TRUE
c102239-g6	1	FALSE	TRUE	FALSE
c102240-g1 hs-NBPF5P,BFSP1,NBPF7P,KIAA1328,LRRFIP1,LCA5,CCDC92,C..	1	TRUE	FALSE	FALSE
c102241-g1	1	TRUE	FALSE	FALSE
c102241-g2	1	TRUE	TRUE	TRUE
c102242-g1 1-to-2 RPE,RPEL1 ribulose-5-phosphate-3-epimerase	1	TRUE	FALSE	FALSE
c102243-g1 1-to-2 CELF1,CELF2 CUGBP Elav-like family member 1	1	TRUE	FALSE	FALSE
c102245-g2 1-to-2 ARPIN,C15orf38-AP3S2 actin related protein 2/3 complex inhibitor	1	TRUE	TRUE	TRUE
c102246-g1 1-to-1 SYMPK symplekin	2	TRUE	TRUE	TRUE
c102249-g1 (lysozyme) - emapper OG	1	TRUE	FALSE	FALSE
c102251-g1 (Guanylate binding protein) - emapper OG	1	TRUE	FALSE	FALSE
c102251-g2 1-to-1 CTDSPL2 CTD small phosphatase like 2	1	FALSE	TRUE	FALSE
c102252-g1 2-to-1 AGXT alanine-glyoxylate aminotransferase	2	TRUE	FALSE	FALSE
c102252-g3 2-to-1 AGXT alanine-glyoxylate aminotransferase	1	TRUE	FALSE	FALSE
c102253-g1 1-to-1 IFT52 intraflagellar transport 52	1	TRUE	FALSE	FALSE
c102254-g1 (Inherit from opiNOG: Cut-like homeobox) - emapper OG	1	TRUE	FALSE	FALSE
c102255-g1 1-to-1 SPA17 sperm autoantigenic protein 17	1	TRUE	TRUE	TRUE
c102258-g1	2	TRUE	TRUE	TRUE
c102259-g1 1-to-2 WDR5B,WDR5 WD repeat domain 5B	1	TRUE	FALSE	FALSE
c102260-g1 hs-AZI2	1	TRUE	TRUE	TRUE
c102262-g1 1-to-2 MYO9A,MYO9B myosin IXA	1	TRUE	TRUE	TRUE
c102265-g1 1-to-2 HEXB,HEXA hexosaminidase subunit beta	1	TRUE	FALSE	FALSE
c102265-g2 1-to-1 RAE1 ribonucleic acid export 1	1	TRUE	TRUE	TRUE
c102265-g4 SH3YL1 (SH3 domain containing, Ysc84-like 1 (S. cerevisiae)) - emapper OG	1	TRUE	FALSE	FALSE
c102266-g1 1-to-1 CIT citron rho-interacting serine/threonine kinase	3	TRUE	TRUE	TRUE
c102267-g2 ZRANB2 (Zinc finger, RAN-binding domain containing 2) - emapper OG	1	TRUE	FALSE	FALSE
c102268-g1 1-to-2 SLC25A28,SLC25A37 solute carrier family 25 member 28	2	TRUE	FALSE	FALSE
c102271-g1 1-to-3 DENND4B,DENND4A,DENND4C DENN domain containing 4B	5	TRUE	TRUE	TRUE
c102272-g1 FGFR1OP2, Pongo abelii	1	TRUE	TRUE	TRUE
c102273-g1 1-to-1 PPP2R3C protein phosphatase 2 regulatory subunit B''gamma	1	TRUE	FALSE	FALSE
