automated_name	Gene	Gene.short	clean_annotation_name	clean_annotation_name_fixed	is_hit_or_candidate	n_phosphosites	n_hits	n_candidates	comparisons_with_hit_or_candidate	Figure4D	Figure4E	in_original_modules	missing_from_original_modules	has_annotation	Plot_Module	Label_Name_orig	Actin dynamics	Actin network assembly	Actomyosin contractility	Apoptosis	Cdc42 GTPase signaling	Chaperone	Differentiation (gland cell related)	Differentiation (muscle cell related)	Differentiation (reproductive cell related)	Differentiation of spicule cells	Exocytosis	GPCR signaling	Hematopoietic identity transcription activity	JNK/p38 MAPK signaling	Lysosomal transporter	Lysosomes	Metabolism	Microtubule dynamics	MTORC1 signaling	MTORC2 signaling	NO signaling	Phospholipid signaling	PI3K signaling	Plasma membrane transporter	Post-synaptic scaffold	Rac1 GTPase signaling	Ras GTPase signaling	Regulation of adhesion complexes	Regulation of calcium signaling	Regulation of cAMP signaling	Regulation of cell cycle	Regulation of ciliary function	Regulation of cytoskeleton at the membrane	Regulation of inflammation	RhoA GTPase signaling	RNA processing	Stress-related transcription activity	Synaptic vesicle	Vesicular trafficking	Rho signaling
c102308-g1 THIM (4-methyl-5-beta-hydroxyethylthiazole kinase) - emapper OG	c102308-g1 THIM (4-methyl-5-beta-hydroxyethylthiazole kinase) - emapper OG	THIM	THIM	THIM	TRUE	5	3	4	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c102330-g1 KSR2 (kinase suppressor of Ras) - emapper OG	c102330-g1 KSR2 (kinase suppressor of Ras) - emapper OG	KSR2	KSR2	KSR2	TRUE	1	0	3	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c102917-g1 1-to-2 DTNB,DTNA dystrobrevin beta"	DtnA/B Dystrobrevin	DtnA/B	"DTNB,DTNA"	"DTNB,DTNA"	TRUE	1	0	2	Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c102346-g1 1-to-1 SMAP2 small ArfGAP2	c102346-g1 1-to-1 SMAP2 small ArfGAP2	SMAP2	SMAP2	SMAP2	TRUE	1	0	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min)			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
c100954-g1 1-to-1 DTNBP1 dystrobrevin binding protein 1	c100954-g1 1-to-1 DTNBP1 dystrobrevin binding protein 1	DTNBP1	DTNBP1	DTNBP1	TRUE	1	1	2	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c102436-g1 EFS (Embryonal Fyn-associated substrate) - emapper OG	c102436-g1 EFS (Embryonal Fyn-associated substrate) - emapper OG	EFS	EFS	EFS	TRUE	2	0	3	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c102377-g1 1-to-4 REEP4,REEP3,REEP2,REEP1 receptor accessory protein 4"	"c102377-g1 1-to-4 REEP4,REEP3,REEP2,REEP1 receptor accessory protein 4"	REEP4 (+3)	"REEP4,REEP3,REEP2,REEP1"	"REEP4,REEP3,REEP2,REEP1"	TRUE	1	0	2	(Tryptamine_30min vs DMSO_30min) against (Tryptamine_15min vs DMSO_15min); Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
c102380-g4 1-to-1 AHSA1 activator of HSP90 ATPase activity 1	c102380-g4 1-to-1 AHSA1 activator of HSP90 ATPase activity 1	AHSA1	AHSA1	AHSA1	TRUE	1	0	3	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c100428-g3 2-to-4 EPB41L1,EPB41L2,EPB41L3,EPB41 erythrocyte membrane protein band 4.1 like 1"	"c100428-g3 2-to-4 EPB41L1,EPB41L2,EPB41L3,EPB41 erythrocyte membrane protein band 4.1 like 1"	EPB41L1 (+3)	"EPB41L1,EPB41L2,EPB41L3,EPB41"	"EPB41L1,EPB41L2,EPB41L3,EPB41"	TRUE	2	0	2	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min)			TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c102386-g2 1-to-1 SYVN1 synoviolin 1	c102386-g2 1-to-1 SYVN1 synoviolin 1	SYVN1	SYVN1	SYVN1	TRUE	4	3	6	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c102390-g1 1-to-3 KALRN,ARHGEF25,TRIO kalirin RhoGEF kinase"	"c102390-g1 1-to-3 KALRN,ARHGEF25,TRIO kalirin RhoGEF kinase"	KALRN (+2)	"KALRN,ARHGEF25,TRIO"	"KALRN,ARHGEF25,TRIO"	TRUE	7	1	14	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
c102391-g1 1-to-1 GKAP1 G kinase anchoring protein 1	Gkap1 G kinase anchoring protein 1	Gkap1	GKAP1	GKAP1	TRUE	1	0	2	Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c106282-g1 dm-Egfrap	c106282-g1 dm-Egfrap	dm-Egfrap			TRUE	1	0	1	Tryptamine_30min vs DMSO_30min			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c100044-g1 5-to-3 EPHA4,EPHA3,EPHA6 EPH receptor A4"	EphA/B I Ephrin Receptor	EphA/B	"EPHA4,EPHA3,EPHA6"	"EPHA4,EPHA3,EPHA6"	TRUE	2	2	2	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c102420-g1 TUB (tubby like protein 3) - emapper OG	c102420-g1 TUB (tubby like protein 3) - emapper OG	TUB	TUB	TUB	TRUE	1	0	2	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c102425-g1 1-to-2 CBS,CBSL cystathionine-beta-synthase"	Cbs/L Cystathionine-beta-synthase	Cbs/L	"CBS,CBSL"	"CBS,CBSL"	TRUE	1	0	3	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c39806-g1 1-to-1 DNAH10 dynein axonemal heavy chain 10	c39806-g1 1-to-1 DNAH10 dynein axonemal heavy chain 10	DNAH10			TRUE	2	1	3	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c102430-g1 1-to-2 SEC23IP,DDHD2 SEC23 interacting protein"	"c102430-g1 1-to-2 SEC23IP,DDHD2 SEC23 interacting protein"	SEC23IP/DDHD2	"SEC23IP,DDHD2"	"SEC23IP,DDHD2"	TRUE	3	0	4	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
c102433-g1	c102433-g1	c102433-g1			TRUE	2	0	3	Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			FALSE	TRUE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c102435-g1 1-to-3 DGKD,DGKH,DGKK diacylglycerol kinase delta"	"c102435-g1 1-to-3 DGKD,DGKH,DGKK diacylglycerol kinase delta"	DGKD (+2)	"DGKD,DGKH,DGKK"	"DGKD,DGKH,DGKK"	TRUE	1	1	2	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c103804-g1 EPHB1 (EPH receptor B1) - blastp	EphA/B D Ephrin Receptor	EphA/B			TRUE	1	0	1	Tryptamine_30min vs DMSO_30min			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c102447-g2 1-to-1 MON2 MON2 homolog, regulator of endosome-to-Golgi trafficking"	"c102447-g2 1-to-1 MON2 MON2 homolog, regulator of endosome-to-Golgi trafficking"	MON2 MON2 homolog	MON2	MON2	TRUE	6	3	6	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
c102448-g1	c102448-g1	c102448-g1			TRUE	2	3	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			FALSE	TRUE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c102466-g2 (aldo-keto reductase family 1, member) - emapper OG"	"c102466-g2 (aldo-keto reductase family 1, member) - emapper OG"	(aldo-keto reductase family…	"aldo-ketoreductasefamily1,member"	"aldo-ketoreductasefamily1,member"	TRUE	1	0	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min)			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"c102469-g1 1-to-2 ATG4D,ATG4C autophagy related 4D cysteine peptidase"	"c102469-g1 1-to-2 ATG4D,ATG4C autophagy related 4D cysteine peptidase"	ATG4D/ATG4C	"ATG4D,ATG4C"	"ATG4D,ATG4C"	TRUE	2	0	4	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
c5351-g1 1-to-1 DNAH2 dynein axonemal heavy chain 2	c5351-g1 1-to-1 DNAH2 dynein axonemal heavy chain 2	DNAH2			TRUE	1	0	3	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c101677-g1 1-to-1 EPS8L2 EPS8 like 2	c101677-g1 1-to-1 EPS8L2 EPS8 like 2	EPS8L2	EPS8L2	EPS8L2	TRUE	7	11	5	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); (Tryptamine_30min vs DMSO_30min) against (Tryptamine_15min vs DMSO_15min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c102479-g1 1-to-1 SDE2 SDE2 telomere maintenance homolog	c102479-g1 1-to-1 SDE2 SDE2 telomere maintenance homolog	SDE2	SDE2	SDE2	TRUE	1	0	1	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min)			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
c102483-g1 1-to-1 RBM17 RNA binding motif protein 17	c102483-g1 1-to-1 RBM17 RNA binding motif protein 17	RBM17	RBM17	RBM17	TRUE	1	0	1	Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
c104943-g1 1-to-1 DNAJC13 DnaJ heat shock protein family (Hsp40) member C13	c104943-g1 1-to-1 DNAJC13 DnaJ heat shock protein family (Hsp40) member C13	DNAJC13			TRUE	1	0	2	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_30min vs DMSO_30min			FALSE	TRUE	TRUE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
c102500-g1 1-to-1 MAT2B methionine adenosyltransferase 2B	c102500-g1 1-to-1 MAT2B methionine adenosyltransferase 2B	MAT2B	MAT2B	MAT2B	TRUE	4	8	4	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c102504-g1 1-to-1 HBS1L HBS1 like translational GTPase	c102504-g1 1-to-1 HBS1L HBS1 like translational GTPase	HBS1L	HBS1L	HBS1L	TRUE	2	0	4	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
"c101240-g2 1-to-4 ERBB3,ERBB2,EGFR,ERBB4 erb-b2 receptor tyrosine kinase 3"	"c101240-g2 1-to-4 ERBB3,ERBB2,EGFR,ERBB4 erb-b2 receptor tyrosine kinase 3"	ERBB3 (+3)	"ERBB3,ERBB2,EGFR,ERBB4"	"ERBB3,ERBB2,EGFR,ERBB4"	TRUE	2	0	5	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
c102522-g1 NRCAM (Cell adhesion molecule) - emapper OG	c102522-g1 NRCAM (Cell adhesion molecule) - emapper OG	NRCAM	NRCAM	NRCAM	TRUE	3	6	3	(Tryptamine_15min vs DMSO_15min) against (Tryptamine_3min vs DMSO_3min); Tryptamine_15min vs DMSO_15min; Tryptamine_30min vs DMSO_30min			TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
